lyric,genre,emotion_4Q,sentiment,sentiment_score,emotion_NRC
seek darkness welcome wretchedness submerged hatred blasphemy death desire fire become evil flame allegiance unlord kill kill within darkness consumed inclined madness chaos doom overflowing evil bound wickedness unholy eye serpent void righteousness dead world live evil air breathe light failed darkness prevails,Metal,angry,negative,0.9286,fear|anger
song heart romance start sun shine moon star say mine forever never part live love kiss really paradise near like life worthwhile smile live love kiss live kiss paradise near like near like life worthwhile smile smile,,happy,positive,1.0,joy|anticipation
look baby dangerous mood done called bossman told go call crazy call stupid steal little time baby could spend parked car street unplugged phone would look like not nobody home put rose pillow lay pretty head going rub tired shoulder bring dinner bed look baby dangerous mood steal little time baby could spend going light candle put champagne ice one not enough well twice done made called next kin going love look baby dangerous mood steal little time baby could spend look baby dangerous mood look baby dangerous mood one last paycheck baby going spend every dime,,relaxed,positive,0.5455,joy|fear
stranger back yard selling belief danger empire trouble street not want modernize not want rearrange not want fix not want change hold thing love hold thing love hold danger paper danger magazine sell idea sell false dream not want modernize not want rearrange not want fix not want change hold thing feel hold thing real hold stranger back yard selling belief danger empire trouble street not want modernize not want change not want fix not want rearrange hold thing feel hold thing real hold thing love hold thing love hold thing believe hold thing see hold one love hold one love,,angry,negative,0.5,fear|sadness
midnight lover slow jam exclusive hot,Hip-Hop,sad,positive,1.0,anger|anticipation
completeness beloved every breath life thrill lover magic make know alive need love complete love tender love need love live rapture loving needing teasing pleasing sharing caring waken love oh oh cherish love belong tender moment enchant kiss make world fade away love want love make night melt day need love complete love need love tender love live rapture loving needing teasing pleasing sharing caring waken love oh oh cherish love belong,Jazz,happy,positive,0.8462,joy|anticipation
no sense want obey hunt locked away locked away scared behind power hide fear right punished absolutely nothing feel good more not honest locked away scared behind power hide fear hide fear,Rock,angry,positive,0.6,fear|anger
bruise easily love heart racing bloom leaf rose left regret sorrow not stranger misanthrope not take hand know never love death romance death romance death romance death romance rope tight around hand not want understand obscured light stain inside even tattooed cross heavy bear angel sing closing hymn not hear angel sing closing hymn death romance death romance death romance death romance death not end see well patience got pay price tonight death romance death romance,,sad,positive,0.5333,anticipation|joy
show love more love baby love baby let show love more love baby love baby let show love come hideaway find night day place get away no one stop u play give everything need even get knee long believe succeed show love more love baby love baby let show love more love baby love baby let show love put trust good loving guaranteed time go come see not need no one give everything need even get knee long believe succeed show love more love baby love baby let show love more love baby love baby let show love never ever find love like mine got time show love show love more love baby love baby let show love more love baby love baby let show love show love more love baby love baby let show love more love baby love baby let show love show love more love baby love baby let show love more love baby love baby let show love show love more love baby love baby let show love more love baby love baby let show love,Rock,happy,positive,1.0,joy|trust
meet city see everything fine get together darling make everything right oh honey not oh honey not please not leave right girl right right right right treat mean sometimes darling oh nice treat mean sometimes girl oh nice still beggin darling please not leave right girl right right right right dough still beggin darlin,,relaxed,positive,0.6,joy|trust
want know far go hell ask want see view knee come join final straw nail coffin goddamn not master universe walk earth wrong way met potential fulfilled worst best cursed wrong way wrong way wrong way glass half glass full glass empty running short not enough well got plenty come long way went wrong way goddamned not master universe walk earth wrong way met potential fulfilled worst best cursed wrong way die going fly come get try run curse going end going end race disaster come first learned hard way want know far go hell ask want see view knee come join come long way went wrong way come long way went wrong way come long way went wrong way,Metal,sad,negative,0.7,fear|sadness
listen say say real real life go undefined must miserable everything take make more unreal real line undefined miserable summer rain burned away summer rain burn turned away summer rain listen not make make sound feel feel fine kissed lie must kissable listen break break four wall seal gorgeous eye shine suicide invisible summer rain burned away summer rain burn burned away summer rain burned away summer rain burn turned away fall long way life look smaller life look small hear cry fall long way life look smaller life look small summer rain burned away summer rain burn burned away summer rain burned away summer rain burn burned away summer rain burn burned away summer rain burn turned away,Rock,sad,negative,0.6,sadness|anger
well going need somebody bond going need somebody bond lord way midnight death come slippin room going need ah somebody bond heard voice jesus saying come rest thou wearied one lie head upon breast going need somebody bond going need somebody bond lord way midnight death come slippin room going need ah somebody bond gambler nobody would go bond fell knee begin pray called jesus go bond going need somebody bond going need somebody bond lord way midnight death come slippin room going need ah somebody bond came jesus wearied wounded sad found resting place made glad going need somebody bond lord got somebody bond lord way midnight death come slippin room got somebody bond,Rock,sad,negative,0.5,anticipation|disgust
even world grey go want go ok rainy sky not cloud mind want want not know anything say want say say want say know want sky mind always blue world sun shine often know not see wave love wash love paradigm man looking next cheap rhyme visualizing paradise thing not want thing not want know want sky mind always blue world sun shine life trace line space gone going time chase mind race find place want sky mind always blue world sun shine know want know want end,Pop,relaxed,positive,0.6667,sadness|joy
imagine think day night right think girl love hold tight happy together call invest dime call say belong ease mind ease mind imagine world could very fine very fine happy together not see loving nobody life baby skiesll blue life no matter toss dice one happy together not see loving nobody life baby skiesll blue life no matter toss dice one happy together babababa babababa bababa bababa ba babababa babababa bababa bababa ba no matter toss dice one happy together happy together weather babababa happy together babababa babababa happy together babababa babababa happy together babababa babababa happy together babababa babababa happy together babababa babababa happy together babababa babababa,,happy,positive,1.0,joy|trust
disappearing sight along open road interstate horizon no time loved like silver bullet gun arrow bow like equine star hear everywhere go nebula racing mind tripped light fantastic never looked behind slow slow light changing slow slow light changing fly high yeah move fast running blindly past slow slow green light changing oh changing time oh changing time looking hollow eye across great unknown growing greater every second growing harder stone yeah judge freedom quantity stole would make freer took little more summertime revolved around eye accelerating spiral asymmetric sky slow slow light changing slow slow light changing yeah slow slow light changing slow slow light changing slow slow slow light changing slow slow light changing slow slow light changing,,sad,positive,0.5455,anticipation|joy
stay well would way go yet know think step way always love bittersweet memory taking goodbye oh please not cry know not need hope life treat kind hope ever dreamed oh wish joy wish happiness wish love love always love always always love,,happy,positive,0.75,joy|anticipation
darkness bleeds violent sight purge within death hold arm kiss goodnight oh oh oh darkness come oh oh oh feel bite oh purge within haunting cut wrist watch bleed inside dream haunting cut wrist watch bleed stop haunting darkness bleeds violent sight purge within death hold arm kiss goodnight oh oh oh darkness come oh oh oh feel bite oh purge within haunting cut wrist watch bleed inside dream haunting cut wrist watch bleed stop haunting,,sad,negative,0.8333,fear|anger
close eye clear mind find free close eye clear mind come trust riding highway not got no highway shoe born nothing child ever ever lose close eye clear mind find free close eye clear mind come trust not know not see free ah right not know not see trust ooh right not know not see free ooh right let go know see oh free free free close eye clear mind find free yeah close eye clear mind come baby trust close eye clear mind baby going free close eye clear mind baby come trust goodbye thing thought not care realize life dream life dream true whoa close eye clear mind find free close eye clear mind come baby trust whoa close eye clear mind find free free close eye clear mind come got trust close eye clear mind come trust whoa whoa whoa ooh,Rock,relaxed,positive,0.75,joy|anticipation
assignment new world said would more chance war missed shuttle main star promised would back more oh yeah warship came without sound least hundred bearing caught crossfire caught world insane lord war empire noone oh caught crossfire caught new age war heard somebody say would wasted fire without defense buddy said space van long range cruiser chance oh yeah could see no way one no choice try run caught crossfire caught world insane lord war empire noone oh caught crossfire caught new age war odyssey laser fight one shot last fight passed warship neutral zone engine sheared night raced home caught crossfire caught world insane lord war empire noone oh caught crossfire caught new age war caught crossfire caught new age war,Rock,angry,positive,0.5385,fear|anticipation
sun way would go love most everywhere moon sun go let know still around strong love whoa strong love strong love baby baby strong love weeping willow drowning tear go swimming rainbow tear gone wrap color keep warm strong love darling strong love baby strong love whoa strong love ocean deep wide get tear whenever cry breeze storm gone dry eye love warm oh strong love baby strong love strong love darling strong love strong love deep well strong love much love yes much love oh yes much love yes much love anything hard would good kind love want,,happy,positive,0.75,joy|trust
send pillow dream not know still care send pillow dream darling dream night sleeping oh lonely share love dream true send pillow dream darling dream send pillow dream maybe time let dream come true send pillow dream darling dream waited long write memrys left send pillow dream darling dream darling dream,,relaxed,positive,0.8333,joy|trust
left home behind following wolf trail deepest forest beneath star ride see moon glowing red like blood warrior prophecy tonight many men die fire burn forever passionate heart destiny calling u ready take life battle ride god side strong not afraid die urge kill lust blood fulfilled fight till end send enemy straight hell prominent leader cast sword wind sign war men prepare death might never return blood spill head fall sword sparkle light night ground rumble attack throe rage fight lightning flash thunder roar petrify weak show no mercy kill sworn name steel battle ride god side strong not afraid die urge kill lust blood fulfilled fight till end send enemy straight hell battle ride god side strong not afraid die urge kill lust blood fulfilled fight till end send enemy straight hell,Metal,angry,negative,0.5909,fear|anger
diamond rose need moses cross sea loneliness part red river pain not necessarily buy key future happiness need little place sun sometimes think die everywhere somewhere nowhere near everybody got somebody wine beer tragic figure corner empty apartment best friend queer every time see smile tell well walking mile never ever asks single thing die would hear eventually diamond rose need moses cross sea loneliness part red river pain everywhere somewhere nowhere near everybody got somebody wine beer tragic figure corner go home empty apartment call best friend queer diamond rose need moses cross sea loneliness part red river pain,Country,sad,positive,0.5833,joy|fear
usual crowd growing good bad ugly like brother felt future tore away born sens keen hope fear sense danger demise world numb everything hope fear negative discipline vacuum evil force dragged demon singled evil took away allowing two choice tell secret never shared others hidden trauma made bond break caused mistake criminal life desired born sens keen hope fear sense danger demise world numb everything hope fear negative discipline vacuum afar bleak report trickle world spread apart world spread apart promise held wasted soul delicate wall crippled afar troubled life lose purpose world given world given world finally forsaken son evil force dragged demon singled evil took away allowing choice death jail death jail death jail death jail,Rock,angry,negative,0.7241,sadness|fear
lying back wheeled blinding light shackled restraint resist attempted fight scalpel hovers incision made watching no new sensation frustration said science human guinea pig guinea pig guinea pig guinea pig guinea pig guinea pig sleep altered open eye nightmare continues see lie paper keep burning test never end watching no new sensation frustration said science feel like human guinea pig time may passed not soon forget old sensation pure frustration human guinea guinea pig,Metal,sad,negative,0.9,anger|fear
hal blairdan robertson took home party kissed burned stolen kiss no harm done instead stopping could went right til suddenly found brake gone oh belong someone else crazy bein like bad motorcycyle devil seat going ninety mile hour dead end street going ninety mile hour dead end street not want want no choice late listen whining voice hear thunder two heart beat going ninety mile hour dead end street going ninety mile hour dead end street oh not free belong know could never lip mine oh sweet sweet wine going warning sign flashing everywhere pay no heed instead slowing pace picking speed disaster getting closer everytime meet going ninety mile hour dead end street going ninety mile hour dead end street goin ninety mile hour dead end street disaster getting closer every time meet,Country,sad,negative,0.5833,fear|anger
got come back not bare spend life alone waiting ghost living without afraid would not believe not spend one night alone without breath ear empty without afraid could not live maybe chance could carry memory maybe hope could live left maybe could last poster child tragedy afraid could not silence deafening must face another day without rhythm voice echo inside song never sing chorus thing could not thing could not thing could not afraid could not chorus not bear spend life not bear spend life not bear spend life alone,,angry,positive,0.7143,fear|anticipation
tell baby man love woman like not even give time day want love far away try call phone want see ya never alone come baby gettin late got not wait sho enough love sho enough love well sho enough love baby sho enough love remember used treat nice let love baby twice well got got bad best darn loving ever oh come baby give chance good night little romance let love know till fill sho enough love sho enough love well sho enough love baby sho enough love think baby day night make feel alright anything want believe baby say sho enough love sho enough love sho enough baby sho enough love,,happy,positive,0.6,joy|trust
everything make sad say love make mad nothing make love everything make sad everything make cry oh break heart two hear sigh nothing worse know hurt everything make cry call love call pain call insane love blind love cruel love fine fool everything make sad could understand treated bad remind unhappy love not replace love everything everything everything make sad,,angry,negative,0.9091,sadness|fear
yeah know know know everybody know everybody happy happy know know come baby let tell ya thing want say come baby let tell ya thing want say everybody going happy mean love everybody going happy mean love know know yeah see walkin street well make happy see walkin make life complete yeah know know come baby let tell ya thing want say come baby let tell ya thing want say everybody going happy mean love everybody going happy mean love know know know know happy happy know know come baby let tell ya thing want say come baby let tell ya thing want say everybody going happy mean love everybody going happy mean love everybody going happy mean love everybody going happy mean love know ohoh ohoh ohoh ohoh ohoh ohoh ohoh ohoh,Rock,happy,positive,1.0,joy|anticipation
honey pie honey pie honey pie honey pie honey pie honey pie honey pie honey pie love honey pie,Rock,relaxed,positive,1.0,joy
word love soft tender not win girl heart anymore love must send somewhere never wornout phrase longing gaze not get want go no word love soft tender not win oughta know oughta know oughta know oughta know oughta know oughta know word love soft tender not win anymore oughta know oughta know oughta know oughta know oughta know oughta know word love soft tender not win girl heart anymore love must send somewhere never wornout phrase longing gaze not get want go word love soft tender not win anymore anymore,,happy,positive,1.0,joy|trust
learned cry not think sorry need little smack reality going sick take test ask like take pile board gluey porch laugh like rapachu like chu rapachu really low,Metal,sad,negative,0.75,sadness|anticipation
telepromter read telegenic dead go across nation not no war information bravest kid know one got go fishing channel pre emptied another socialite going get arrested popculture transaction takin television bravest kid know one got go fishing,,angry,positive,0.5,trust|fear
place remember life though changed forever not better gone remain place moment lover friend still recall dead living life loved friend lover no one compare memory lose meaning think love something new though know never lose affection people thing went know often stop think life love more though know never lose affection people thing went know often stop think life love more ooh la la la la life,Rock,happy,positive,0.8,joy|trust
shone bright bethlehem afar young strong perverted everything make young man star oh star swear god mother grave everything ever embrace saw two eye around around surrounded around around surround like circle cmon tell not worth sticking well know worth not worth make worse around around surrounded around around surround like circle not lose sight not lose sight not lose sight dropped bomb know remember bomb still hear bomb still fight bomb know still fear bomb know still hate bomb sometimes still get call not lose sight not lose sight know around around surrounded not lose sight know around around surrounded not lose sight know around around surrounded not lose sight around around surround like circle surrounded oh like circle round,,angry,negative,0.5882,fear|sadness
fuck fuck fuck whole city everyone carved name skin candlelight sew hate carve message arm candlelight sew hate found misery match gasoline burned alive im killing machine whole life im silent found destiny match gasoline liar burn scream whole life indebted science pain insane feel love sick not hurt want watch world burn found misery match gasoline burned alive im killing machine whole life im silent found destiny match gasoline cobain hear scream whole life indebted science pain insane feel love sick not hurt want watch world burn science pain insane feel love sick not hurt want watch world burn carved name skin candlelight sew hate science pain insane feel love sick not hurt want watch world burn science pain insane feel love sick not hurt want watch world burn,,angry,negative,0.75,fear|anger
look water see barracuda patient devil hanging still like shadow water pretty barracuda dagger devil waiting kill little girl beware killer barracuda rule water like king cut heart slicker dagger not hungry mean see shark glidin water ugly death eats anything pretty barracuda not touch no leavins takin want king not scare entice not move devil til time quicker heartbeat turn away girl see fall leave dyin little girl beware killer barracuda rule water like king cut heart slicker dagger not hungry mean,,angry,negative,0.8,anticipation|fear
watch movie not watch football not got lonely house hold together playboy picture turn heart cold lonely stone get big together together alone together alone house not home together alone no angry word regret never fuss fighting yet sleep side side seldom get together want plod outside time maple gathered round someday lie beneath ground together together alone together alone not unlike many known together alone together alone together alone,,sad,negative,0.8,anger|sadness
bring family take family love family see family bring family holiday still around show cat get around not wake not sleeping never come bring family holiday still town show cat get around skin lady lady skin live together get fucked bring family funeral bring family funeral grandbag died really could not see friend white skin lady lady roll live together get good luck bring family take family bring family see family skin lady lady roll skin lady lady roll,Rock,relaxed,positive,1.0,joy|trust
every girl something girl every girl something girl every girl something girl got something got something every girl something girl every girl somehing smile every girl something girl three wish know mine would not ask star shine would not ask gem pearl would ask something girl every girl something girl white eye tip curl every girl sends something boy something something old world not treat right not feeling tonight think someone relax let something every girl something girl every girl something girl every girl something girl got got something got got something every girl something girl got got something every girl something girl got got something every girl something girl got got something every girl something girl got got something,Rock,relaxed,positive,0.7778,joy|trust
little sugar honey suckle lamb great expression happiness boy could not miss dozen rose would astound joy child laughing around making true making oh miracle done please stay right side two one righteous way go anyone would know believe thought told second none love mankind reflect sign word trying recite close not quite almost impossible describing making,Jazz,angry,positive,0.9231,joy|anticipation
try breathe life letter losing hope never together courage peak know mean say okay answering machine say good night answering machine big town got loser small town got vice handful friend one need match one need ice callwaiting phone another time zone say miss answering machine say good night answering machine would like make call please hang try need help hang dial operator get enough try free slave ignorance try teach whore romance say miss answering machine say good night answering machine say lonely answering machine message very plain oh hate answering machine hate answering machine hate answering machine would like make call please hang try need help need help need help would like make call please hang try need help need help need help would like make call please hang try need help need help need help would like make call please hang try need help need help need help,,sad,negative,0.5714,trust|joy
since seems everyone forgotten time intercontinental ballistics ruled world cold war raged nuclear family nuclear war nuclear family nuclear war nuclear family nuclear war nuclear family nuclear war alarming seems ignorance still disease many not clue care threat still hang head nuclear family nuclear war nuclear family nuclear war nuclear family nuclear war nuclear family nuclear war not name burning aftermath burning aftermath burning aftermath burning aftermath,Rock,angry,negative,1.0,fear|anger
know want leave holdin beggin play game youve already won dont hate beg empty arm thats get hurt one more night pretend love ill show happiness ill prove need love ill bend backwards tell every word want hear whatever might need reconsider im giving say word hurt one more night pretend love ill guess ive done really true im lost would change devil mind ill even let more unkind want im fallin knee know youre getting closer door open world make colder could spear another chance dance lock arm abuse one more night pretend love,Country,angry,negative,0.6316,sadness|fear
imagination no complication dream time mind celebration sweetest sensation thinking could mine imagination no hesitation walk together hand hand dreaming fell love like love dreaming would come true lucky lucky lucky lucky lucky love lucky lucky lucky lucky lucky love crazy situation always keep waiting make believe would come arunning give loving one day would notice heart close breaking not go faking fantasy mine dreaming love like love dreaming would come true lucky lucky lucky lucky lucky love lucky lucky lucky lucky lucky love lucky lucky lucky lucky lucky lucky lucky lucky imagination no hesitation walk together hand hand dreaming fell love like love dreaming would come true lucky lucky lucky lucky lucky love lucky lucky lucky lucky lucky love lucky lucky lucky lucky lucky love lucky lucky lucky lucky lucky love lucky lucky lucky lucky lucky love,,happy,positive,0.5556,joy|trust
could river pour life could morning bird sang life every day fly away blood harvest dream nowhere find peace silence not cease nothing quite seems ghost joy not let set free not run not run not run,Jazz,relaxed,positive,1.0,joy|anticipation
one two one two three four saw girl walkin street sellin holy bible lordy lookin yeah said know boy save soul price knockin heaven door get free said invest lord invest yeah said get free get free done gone forgot forgot sellin really took something back get heaven yeah get free got angel back give well get free get free come back something sell not already maybe come back old lady town take straight heaven yeah well get free well want free yeah get free get free well bastard take free get free oohoohooh ohohoh woah yeah yeah ooh oh yeah yeah yeah yeah oh no no no no said get free ooh yeah oh said get free want free oh woah yeah get free mhhm said get free get get free baby said get free ooh yeah said get free,,relaxed,positive,0.7143,joy|trust
left cigarette long stale still smell sheet linger memory said never love not know love mean tell tell love release fear lead nowhere fear lead nowhere easier love not love aah aah left cigarette long stale not take much more linger emptiness said not ready not know tell tell love release fear lead nowhere fear lead nowhere fear lead nowhere fear lead nowhere easier love not love easier love love love love easier love not love easier love love let love let love let love let love easier love not love easier love love love love easier love not love easier love release release,,happy,negative,0.6667,anticipation|anger
fine not believe know enough know lie close hard say total disaster barely holding need need not turn away need oh please not turn away need need spinning nearly impossible slow one night company might thing keep sane clock ticking fuse burning not keep runnin coming clock ticking fuse burning not turn away not keep runnin coming not turn away need need not turn away need oh please not turn away need need many time come vulnerable like know right question please not ask need clock ticking fuse burning not keep runnin coming oh need clock ticking fuse burning not turn away not keep runnin coming not turn away need need not turn away need oh please not turn away need clock ticking fuse burning oh not keep runnin coming clock ticking fuse burning not keep runnin coming need clock ticking fuse burning not keep runnin coming need need need,,sad,negative,0.6,anticipation|sadness
could like could lock door make mind let door let door swing one one let door wanted pretend dead not pretend make mind let door let door swing one one let door more make no sense more make drown let know alright let know might make mind let door let door swing one one let door more make no sense more make no sense more make no sense more make drown,Rock,sad,negative,0.6667,fear|sadness
know word cold heart fire trapped wall steel world fire crushed word true torn eye blue heart desire run darkest moon take higher let go let flow let speak till know fire turn not see truth inside oh oh see whohoho oh oh see oh oh tear wall pain take higher let come let come let speak heart fire run not stay run not stay oh oh see oh oh oh oh see oh oh let come let come oh oh oh oh see oh oh yeah yeah yeah yeah yeah,,angry,negative,0.5,sadness|fear
somewhere south border headin doll serenade taking more aughta shakin masquerade lonely decided see ya get enough side heat arrived motel whole town stayed inside lie love lie fame lie trust lie vain lie love lie gain lie pouring rain move bayou old set rule get nothing nothing fact tied ship fool alice looking shoulder like chinese diplomat daring anyone hold smile like cheshire cat lie love lie fame lie trust lie vain lie love lie gain lie yeah baby pouring rain shakin halt voodoo second oldest trick book no one quite like start never stopnever stop way seance met gypsy renegade crossed palm silver heart put jagged stake lie love lie fame lie trust lie vain lie love lie gain lie yeah baby pouring rain,,angry,positive,0.5,joy|trust
buhbuh buh buh buhbuh buh buh went school learn girl thing never never knew like e except c two plus two make four going teach teach teach love yeah love sit take seat got repeat b c easy simple doremi b c baby girl b c easy simple doremi b c baby girl come let love little bit come let love little bit ama going teach sing come come come let show reading writing rithmetic branch learning tree without root love every day girl education not complete tttteachers going show show show get nyah nyah nyah nyah spell add two listen baby got oh b c easy simple doremi b c baby girl b c easy like counting three sing simple melody easy love easy love sing simple melody yeah sit girl think love no get girl show shake shake baby come shake shake baby oohooh shake shake baby huh baby oohooh b c baby nah nah doremi baby ow easy love b c easy like counting three sing simple melody easy love ama going teach sing come come come let show b c easy like counting three sing simple melody easy love ama going teach sing sing sing oh oh oh baby b c easy like counting three sing simple melody easy,,relaxed,positive,1.0,joy|trust
im tired lickin boot beenakickin sick sour grape keepa pickin set loose wing cut string puppeteer freedom begin baby ear reach sky not buy advertisin not youre mile high risin opened eye lie thatd atrickin cut horn pulled thorn thatd beenstickin chorus got feelin theyre dealin got livin way low ceiling cut doom gloom cmon grab headroom chorus,,sad,negative,0.6667,sadness|disgust
ok one took granted made mistake wake let u not break thrill got love strong thrill really turn thrill wait till tomorrow night thrill going treat right said would never let alone many time worked day thing try heart would ever let thrill got love strong thrill not wrong thrill wait till tomorrow night thrill want treat right feel good hand feel like silk back come come oh yeah feel baby truth gone left face fact really gone love phase would pray make true heart would never let thrill got love strong thrill really turn thrill wait till tomorrow night thrill want treat right,Jazz,happy,positive,0.7143,joy|anticipation
see star come fallin sky gently passing kiss tear drop dry see wind come softly blow hair face rain come falling crazy way still sad tear fall dust search night find lost see wind come gently blow time heart rain come falling apart still sad,Rock,sad,negative,0.625,sadness|anticipation
atom implode fragile kingdom fall tremor becomes quake body lake two u rebel damn hell wonder time help not time give answer neverending sound silence grows spider kiss laid tumour becomes malign kid fine two u rebel damn hell wonder time help not time give answer neverending time help not time give answer neverending time help not time give answer neverending time help not time give answer neverending time help not time give answer neverending,Rock,sad,negative,0.8,fear|anger
put hand tell much pressure take get give give hell birth right back grade school learned street fight like straight edge rockside bunker sorted highlife stuck setting skin fake tit mutilation dick sucking lip no infertration uh ha x mad mad world every dizzy turn mad mad world watch might get burned mad mad world mad mad world believe would breathe hard got believe shelter need not livin lie go knee fantasy let show card know always got breathe hard got believe shelter need pharmaceutical population got red blue cop line first bop foe present putting good show uh ha x mad mad world every dizzy turn mad mad world watch might get burned mad mad world mad mad world believe would breathe hard got believe shelter need not livin lie go knee fantasy let show card know always got breathe hard got believe shelter need uh ha x mad mad world every dizzy turn mad mad world watch might get burned mad mad world mad mad world,,angry,negative,0.625,fear|trust
october tree stripped bare wear care october kingdom rise kingdom fall go,Pop,sad,negative,0.75,sadness|anger
rock baby baby rock night long rock baby baby rock night long know way babe make lose oh yeah girl oh rock baby,,relaxed,positive,0.6667,joy|anticipation
happy birthday happy birthday happy birthday happy birthday happy birthday happy birthday happy happy birthday hot bath nice nice night remember always always got fright seeing dark cupboard great big cake would liked present happy happy birthday hot bath nice nice night remember always always got fright seeing dark cupboard great big cake would liked present happy birthday happy birthday happy birthday happy birthday happy birthday happy birthday happy birthday happy birthday happy birthday happy birthday happy birthday happy birthday happy birthday happy birthday happy birthday happy birthday happy birthday happy birthday,,happy,positive,0.8,anticipation|joy
want party want party want party want party not kill party not kill party not kill party long live party care pride not know not wonder conquest survive more give more not take ever wanted thing believe found need found pride,Rock,happy,positive,0.6,fear|joy
flame field cold pain heart gold find brand new day bird upon wire really pay price fire younger day could say wild hungry way safety line filed running rim burning tire really pay price fire oh really pay price fire breaker heart not escape pain know start dive flame voice tell run call voice liar really pay really pay price fire price fire,,angry,negative,0.6667,anticipation|fear
offended obscenity mouth full soap cleansing asking little empathy mouth stained please let breathe not breathe not breathe not breathe breathe not breathe not breathe not breathe suffocating suffocating suffocating frustrated drowning insecurity hand knee begging little symapthy begging help breathe not breathe not breathe not breathe breathe not breathe not breathe not breathe suffocating suffocating suffocating frustrated,Metal,sad,negative,0.6667,anger|fear
never alone not worry never alone never alone not worry never alone never alone ooooo v walk besides way guide foot step everyday back chorus vhe walk besides way guide foot step everyday never insecure anymorenever never insecure anymorenever vamp never repeat directed walk beside way guide foot step everyday never alone not worry never alone,,sad,positive,0.5,fear|sadness
character deep nature take one example sample hold romance replace lack nature nature see climbing improving effort wearing suit character limit shoulder everyone love know perfume aerosol may champion stranger nick standing around right people crawling tennis tuesday ladder long nature got suntan football sunday society boy social security nature tennis tuesday sipping champagne football sunday home train nature girl totteridge park said nice suit ladder long,,relaxed,positive,0.8,anticipation|joy
built wall walked right threw stone leaned one show hell rescued soul shattered spot not petrified said right thing right time love love love love love love love light fuse not blow game use think not know one show hell rescued soul shattered spot not petrified said right thing right time love love love love love love love love love eye not belong across stare not going home not going anywhere love love love love love love love love love love love love love love love love love love,,happy,negative,0.6,trust|anger
count every finger every little thing sure hold eye see one hold pure love place heart upon skin feel power love strength deep within teach child well love respect honesty one brings hope handful two give joy laughter three make life complete four make happy one sing song praise two three dance twilight four give more more four make happy count every minute every moment shared together wrap deep inside heart keep safe forever teach parent well love respect free one brings hope handful two give joy laughter three make life complete four make happy one sing song praise two three dance twilight four give more more four make happy bring joy bring light bringing hope bringing ever needed give strength keep going going going one brings hope handful two give joy laughter three make life complete four make happy one sing song praise two three dance twilight four give more more four make happy,Pop,happy,positive,1.0,joy|trust
dave peverett riff bros music ascap well raised back street time tough kind bittersweet left school still child hit street started running wild hanging neighborhood people said no good never thought would ever make hey boy going crosstown traffic siren wailing screaming ear got run got move dead end street dead end street well got beat dead end street not go no not somebody rescue dead end street oh yeah still talk big fight backstreet midnight everybody heard gunfire saw dragged black maria best friend time committed life crime got feeling next line wonder get time stepped movie not reality not lucky wonder would dead end street dead end street well got beat dead end street not go no not somebody rescue dead end street oh yeah rod slide solo crosstown traffic siren wailing screaming ear got run got move outta dead end street dead end street well got beat dead end street got walking got talking dead end street dead end street yeah yeaheeyeah yeah whoo,Rock,sad,positive,0.55,joy|trust
man fall hatred turn rage repressed inside hide inside strike blind anger strickin rage passion dwells give no longer hide hate world no longer hide hate done take broken path never expect follow ill take tired lie shove back throat,Metal,angry,negative,0.8462,anger|sadness
sanity give love begin never lose grip not trip not fall lose sweetest way die lie deep inside not hide meanest fire oh strange desire not lie needless fight sanity give love begin never lose grip not trip not fall lose sweetest way die blood run dry paralyzed eat mind hold back come slow attack meanest fire sanity give love begin never lose grip not trip not fall lose sanity give love begin never lose grip not trip not fall lose sanity give love begin never lose grip not trip not fall lose sweetest way die,Rock,angry,negative,0.75,fear|anger
keep waitin til gettin aggravatin slow poke wait worry never seem hurry slow poke time mean nothing wait late eight clock nine clock quarter ten linger every time snap finger little slow poke not hasten know time awastin slow poke dear keep tryin change not thing guess learn slow poke keep waitin til gettin aggravatin slow poke wait worry never seem hurry slow poke time mean nothing wait late eight clock nine clock quarter ten linger every time snap finger little slow poke not hasten know time awastin slow poke dear keep tryin change not thing guess learn slow poke,,sad,negative,0.6667,anticipation|fear
way bowling green prettiest girl ever seen man kentucky sure lucky lie bowling green bowling green folk treat kind let think mind man kentucky sure lucky bowling green walk line oh kentucky sunshine make heart unfold warms body know touch soul bluegrass fine kentucky owns mind field bowling green softest grass ever seen man kentucky sure lucky lie bowling green yeah bowling green girl treat right wear dress cut country tight man kentucky sure lucky seen bowling green night oh kentucky sunshine make heart unfold warms body know touch soul bluegrass fine kentucky owns mind bowling green ah bowling green bowling green ah bowling green way bowling green yeah,,relaxed,positive,0.6667,joy|trust
little boy one favourite toy nothing mind never left anything behind no got older thing got worse like would born curse thing started fall apart not like start no like civil war growing like civil war not turn away something not ignore growing like civil war teen would started learn life mean problem still appearing not look like disappearing no like civil war growing like civil war not turn away something not ignore growing growing like civil war not turn away something not ignore growing like civil war not turn away something not ignore growing like civil war okay let u top okay got two stick,Rock,angry,negative,0.6667,fear|sadness
ever think not one remind ever think run find come let go ever think not one remind come love come love ever think not one remind ever think run find come let go ever think not one remind come love come love come love come love come love come love come love come love ever think not one remind ever think not one,,happy,positive,1.0,joy
